osebuildingid,datayear,buildingname,buildingtype,taxparcelidentificationnumber,address,city,state,zipcode,latitude,longitude,neighborhood,councildistrictcode,yearbuilt,numberoffloors,numberofbuildings,propertygfatotal,propertygfabuildings,propertygfaparking,selfreportgfatotal,selfreportgfabuildings,selfreportparking,energystarscore,siteeuiwn_kbtu_sf,siteeui_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,sourceeuiwn_kbtu_sf,sourceeui_kbtu_sf,epapropertytype,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyusetype,thirdlargestpropertyusetype,electricity_kwh,steamuse_kbtu,naturalgas_therms,compliancestatus,complianceissue,electricity_kbtu,naturalgas_kbtu,totalghgemissions,ghgemissionsintensity,demolished,secondlargestpropertyuse,thirdlargestpropertyusetypegfa
419,2023,MAIN MARKET,Campus,1976200205,1501 PIKE PL,SEATTLE,WA,98101,47.60881,-122.34119,DOWNTOWN,7,1908,4,1,137400,137400,0,121685,121685,0,,114,114,13876215,13876215,243.6999969,243.6999969,Mixed Use Property,Retail Store,44078,Other - Restaurant/Bar,Multifamily Housing,2526537,,52557,Compliant,No Issue,8620544,5255670,328.6,2.39,False,26294,14380
420,2023,MERIDIAN CENTER WEST,NonResidential,1976700045,1500 6TH AVE,SEATTLE,WA,98101,47.61164,-122.33446,DOWNTOWN,7,1996,6,1,147852,61423,86429,147851,61423,86428,,68.80000305,68.80000305,4223226,4223226,146,146,Parking,Parking,64821,Retail Store,Other - Restaurant/Bar,759143,,16330,Compliant,No Issue,2590197,1633030,101.6,1.65,False,40629,13039
421,2023,MERIDIAN CENTER EAST,NonResidential,1976700055,614 PIKE ST,SEATTLE,WA,98101,47.61185,-122.33421,DOWNTOWN,7,1996,4,1,267335,100375,166960,267335,100375,166960,,91.69999695,93.19999695,9358528,9205597,219.1999969,220.8999939,Parking,Parking,166960,Movie Theater,Other - Restaurant/Bar,2067872,,23030,Compliant,No Issue,7055579,2302950,163,1.62,False,72975,27400
422,2023,TWO UNION SQUARE,NonResidential,1976700125,601 UNION ST,SEATTLE,WA,98101,47.61043,-122.33206,DOWNTOWN,7,1989,56,1,1605578,1215718,389860,1640884,1251024,389860,90,33.5,34.09999847,42628988,41926896,91.59999847,93,Office,Office,1251024,Parking,NA,11963080,1232332,5786,Compliant,No Issue,40818029,578630,367.2,0.3,False,389860,
423,2023,ONE UNION SQUARE,NonResidential,1976700155,600 UNIVERSITY ST,SEATTLE,WA,98101,47.60967,-122.33229,DOWNTOWN,7,1980,36,1,794592,757986,36606,775193,738587,36606,92,27.79999924,28.39999962,20952142,20560622,76.19999695,77.69999695,Office,Office,738587,Parking,NA,5926696,,7303,Compliant,No Issue,20221887,730260,156,0.21,False,36606,
424,2023,PARK PLACE OFFICE BLDG,NonResidential,1976700185,1200 6TH AVE,SEATTLE,WA,98101,47.60909,-122.33202,DOWNTOWN,7,1971,21,1,456304,353366,102938,454708,351770,102938,76,48.5,49.70000076,17493086,17049578,135.6999969,139.1999969,Office,Office,350123,Parking,Data Center,5126930,,,Compliant,No Issue,17493085,,101.5,0.29,False,102938,1647
425,2023,101 STEWART,NonResidential,1977200020,101 STEWART ST,SEATTLE,WA,98101,47.61029,-122.34089,DOWNTOWN,7,1986,12,1,115857,100717,15140,115857,100717,15140,,35.20000076,34.5,3474827,3542281,98.5,96.59999847,Office,Office,100717,Parking,NA,1018414,,,Compliant,No Issue,3474829,,20.2,0.2,False,15140,
426,2023,PORT OF SEATTLE - WORLD TRADE CENTER-WEST,NonResidential,1977200135,2200 ALASKAN WAY,SEATTLE,WA,98121,47.61116,-122.34748,DOWNTOWN,7,1999,4,1,87500,70000,17500,71762,71762,0,87,43.79999924,43.79999924,3141455,3141455,122.5999985,122.5999985,Office,Office,70090,Other,NA,920708,,,Compliant,No Issue,3141455,,18.2,0.26,False,1672,
427,2023,WORLD TRADE CENTER-EAST,NonResidential,1977200187,2211 ELLIOTT AVE,SEATTLE,WA,98121,47.6117,-122.34778,DOWNTOWN,7,1998,11,1,374405,189629,184776,192798,192798,0,75,54.90000153,54.90000153,10589078,10589078,153.8000031,153.8000031,Office,Office,175663,Laboratory,NA,3103481,,,Compliant,No Issue,10589077,,61.4,0.32,False,17135,
428,2023,CENTURYLINK: LENORA MAIN,NonResidential,1977200740,120 LENORA ST,SEATTLE,WA,98121,47.61252,-122.34351,DOWNTOWN,7,1985,12,1,193500,155500,38000,146689,146689,0,,75.90000153,75.90000153,11137874,11137874,212.6000061,212.6000061,Other,Other,146689,NA,NA,3264324,,,Compliant,No Issue,11137873,,64.6,0.42,False,,
429,2023,TERMINAL SALES OFFICE BUILDING,NonResidential,1977200920,1932 1ST AVE,SEATTLE,WA,98101,47.61108,-122.34217,DOWNTOWN,7,1923,11,1,102846,102846,0,105864,105864,0,91,44.5,45.09999847,4770150,4712782,75.90000153,76.59999847,Office,Office,98276,Retail Store,NA,434640,3287159,,Compliant,No Issue,1482991,,274.9,2.67,False,7588,
430,2023,MARSHALL BUILDING/DAHLIA LOUNGE,NonResidential,1977201245,2013 4TH AVE,SEATTLE,WA,98121,47.61304,-122.34059,DOWNTOWN,7,1925,4,1,52800,52800,0,52800,52800,0,50,80.19999695,81.5,4303810,4235895,146.6000061,148.1000061,Office,Office,39840,Restaurant,NA,553018,,24169,Compliant,No Issue,1886898,2416910,139,2.63,False,12960,
432,2023,SECURITIES & MARKET BUILDING CAMPUS,Campus,1977201315,1904 3RD AVE,SEATTLE,WA,98101,47.61216,-122.33951,DOWNTOWN,7,1913,10,3,448832,268832,180000,479916,248996,230920,,36.5,37.09999847,9237558,9093662,75.40000153,76.5,Office,Office,239561,Parking,Retail Store,1455249,4272247,,Compliant,No Issue,4965310,,374.9,1.39,False,180928,9435
433,2023,300 PINE STREET,NonResidential,8634230000,300 PINE ST,SEATTLE,WA,98101,47.6113,-122.33844,DOWNTOWN,7,1929,8,1,861702,861702,0,835929,835929,0,,21.89999962,22.29999924,18656064,18331776,57.70000076,58.79999924,Office,Office,718902,Retail Store,NA,4898538,1833490,1088,Compliant,No Issue,16713812,108760,251.2,0.29,False,117027,
434,2023,VIRGINIA MASON - BENAROYA RESEARCH INSTITUTE,NonResidential,1978200010,1201 9TH AVE,SEATTLE,WA,98101,47.61,-122.32922,EAST,7,1999,5,1,206950,109550,97400,206950,109550,97400,,143.6999969,144.5,15832422,15738288,375.7999878,377.8999939,Laboratory,Laboratory,109550,Parking,NA,4103031,1832770,1,Compliant,No Issue,13999542,110,229.7,2.1,False,97400,
435,2023,SEATTLE CONVENTION CENTER,NonResidential,1978200105,800 CONVENTION PL,SEATTLE,WA,98101,47.61195,-122.33167,DOWNTOWN,7,1990,6,1,1842925,1156175,686750,1624925,1156175,468750,,52.79999924,52.90000153,61163428,61004248,117.9000015,118,Convention Center,Convention Center,1156175,Parking,NA,11562100,20857138,8564,Compliant,No Issue,39449885,856410,1963.6,1.7,False,686750,
436,2023,VIRGINIA MASON - Health Resources Building,NonResidential,1978200280,909 UNIVERSITY ST,SEATTLE,WA,98101,47.61048,-122.32837,EAST,3,1988,9,1,68500,68500,0,75513,75513,0,,55.59999847,55.79999924,4215596,4195562,118.6999969,119,Outpatient Rehabilitation/Physical Therapy,Outpatient Rehabilitation/Physical Therapy,75513,NA,NA,717991,1765812,,Compliant,No Issue,2449784,,157.2,2.3,False,,
437,2023,VIRGINIA MASON- Lindeman Pavilion,NonResidential,1978200280,1201 TERRY AVE,SEATTLE,WA,98101,47.61048,-122.32837,EAST,3,1945,3,1,266000,162000,104000,257787,160066,97721,67,92,92,14730381,14730381,220.1000061,220.1000061,Medical Office,Medical Office,160066,Parking,NA,3249797,2304231,13378,Compliant,No Issue,11088307,1337840,321.9,1.99,False,97721,
438,2023,1101 MADISON TOWER,NonResidential,1978200625,1101 MADISON ST,SEATTLE,WA,98104,47.60921,-122.32425,EAST,3,1992,14,1,690158,282363,407795,436717,270385,166332,59,184.8999939,184.8999939,49983416,49983416,517.5999756,517.5999756,Mixed Use Property,Parking,270383,Medical Office,Other/Specialty Hospital,14649300,,,Compliant,No Issue,49983412,,289.9,1.03,False,168951,75154
442,2023,333 DEXTER AVE N,NonResidential,1991200870,333 DEXTER AVE N,SEATTLE,WA,98109,47.62177,-122.34292,LAKE UNION,7,2018,12,,934154,589904,344250,908538,618766,289772,82,53.09999847,53.09999847,32880572,32880572,143.1999969,143.1999969,Office,Office,618766,Parking,Data Center,9055083,,19846,Compliant,No Issue,30895943,1984630,284.4,0.48,False,289772,0
443,2023,ELLIOTT BAY OFFICE PARK,NonResidential,1992200170,300 ELLIOTT AVE W,SEATTLE,WA,98119,47.62177,-122.36158,MAGNOLIA / QUEEN ANNE,7,1981,5,1,275734,237282,38452,266890,228719,38171,96,25.5,26.10000038,5971582,5840867,60.70000076,61.29999924,Office,Office,228719,Parking,NA,1299471,,15378,Compliant,No Issue,4433795,1537790,107.2,0.45,False,38171,
444,2023,FEDEX VAN TERMINAL,NonResidential,2024049016,651 S ALASKA ST,SEATTLE,WA,98108,47.56064,-122.32522,GREATER DUWAMISH,1,2001,1,1,123061,123061,0,123061,123061,0,23,35.5,36.20000076,4451199,4371731,71.09999847,71.80000305,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,123061,NA,NA,696445,,20749,Compliant,No Issue,2376270,2074930,123.8,1.01,False,,
446,2023,WASHINGTON STATE FERRIES,Nonresidential WA,2024049060,6000 6TH AVE S,SEATTLE,WA,98108,47.54868,-122.3255,GREATER DUWAMISH,1,1963,1,1,59090,59090,0,59090,59090,0,54,39.29999924,39.90000153,2354824,2321176,56.90000153,57.59999847,Distribution Center,Distribution Center,47570,Office,NA,156399,,18212,Compliant,No Issue,533634,1821190,99.6,1.69,False,11520,
447,2023,GTE SYLVANIA,NonResidential,2024049061,750 S MICHIGAN ST,SEATTLE,WA,98108,47.5471,-122.32406,GREATER DUWAMISH,1,1963,1,1,106000,106000,0,106000,106000,0,65,24.20000076,24.79999924,2628197,2570494,37.5,38.09999847,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106000,NA,NA,214165,,18975,Compliant,No Issue,730731,1897470,104.8,0.99,False,,
449,2023,1551 EASTLAKE BLDG.,NonResidential,2107700210,1551 EASTLAKE AVE E,SEATTLE,WA,98102,47.63349,-122.32634,LAKE UNION,3,1962,3,1,158600,120200,38400,152519,117498,35021,7,196.8999939,196.8000031,23128724,23140578,490.7000122,490.6000061,Office,Office,97498,Parking,Laboratory,5586404,,40679,Compliant,No Issue,19060810,4067910,326.2,2.71,False,32821,20000
452,2023,1144 EASTLAKE BUILDING,NonResidential,2163901080,1144 EASTLAKE AVE E,SEATTLE,WA,98109,47.62958,-122.32826,LAKE UNION,7,2001,7,1,139200,94472,44728,139200,94472,44728,85,46.70000076,46.70000076,4409464,4409464,130.6999969,130.6999969,Office,Office,94472,Parking,NA,1292340,,,Compliant,No Issue,4409464,,25.6,0.27,False,44728,
453,2023,701 DEXTER BUILDING,NonResidential,2249000245,701 DEXTER AVE N,SEATTLE,WA,98109,47.62566,-122.34287,MAGNOLIA / QUEEN ANNE,7,1984,6,1,95721,61800,33921,58861,58861,0,99,9.800000191,9.800000191,575872,575872,27.39999962,27.39999962,Office,Office,58861,NA,NA,168778,,,Compliant,No Issue,575872,,3.3,0.05,False,,
455,2023,JUXT APARTMENTS (2017),Multifamily MR (5-9),2249000330,810 DEXTER AVE N,SEATTLE,WA,98109,47.62677,-122.3417,MAGNOLIA / QUEEN ANNE,7,2016,7,1,391386,320844,70542,393157,324978,68179,100,26.60000038,26.70000076,8663542,8633336,51.90000153,52,Multifamily MR (5-9),Multifamily Housing,324978,Parking,NA,1307982,,42007,Compliant,No Issue,4462835,4200710,248.5,0.77,False,68179,
456,2023,1100 DEXTER,NonResidential,2249500235,1100 DEXTER AVE N,SEATTLE,WA,98109,47.62929,-122.34194,MAGNOLIA / QUEEN ANNE,7,1996,5,1,228460,116182,112278,193443,116182,77261,91,38.59999847,38.70000076,4500342,4483844,108.0999985,108.5,Office,Office,115354,Parking,Other - Technology/Science,1318975,,,Compliant,No Issue,4500343,,26.1,0.22,False,77261,828
457,2023,1441 LAKE UNION CENTER,NonResidential,2264501110,1441 N 34TH ST,SEATTLE,WA,98103,47.64776,-122.33924,LAKE UNION,4,2001,3,1,103697,56041,47656,114293,74134,40159,,184.1000061,184.1000061,13645858,13644934,345.6000061,345.7000122,Mixed Use Property,Laboratory,49245,Parking,Office,1891918,,71906,Compliant,No Issue,6455224,7190630,418.5,7.47,False,40159,24889
458,2023,NORTHGATE EXECUTIVE CENTER B,NonResidential,2434900010,155 NE 100TH ST,SEATTLE,WA,98125,47.70105,-122.32659,NORTH,5,1974,5,1,74880,74880,0,133992,73217,60775,44,62,63,4615550,4540538,173.6000061,176.5,Office,Office,73217,Parking,NA,1352741,,,Compliant,No Issue,4615552,,26.8,0.36,False,0,
459,2023,NORTHGATE EXECUTIVE CENTER C,NonResidential,2434900020,9725 3RD AVE NE,SEATTLE,WA,98115,47.69999,-122.32663,NORTH,5,1979,6,1,88774,88774,0,209488,87588,121900,49,60.90000153,62,5430573,5333805,170.5,173.6000061,Office,Office,87588,Parking,NA,1591610,,,Compliant,No Issue,5430573,,31.5,0.35,False,0,
460,2023,NORTHGATE PLAZA,NonResidential,2434900030,9709 3RD AVE NE,SEATTLE,WA,98115,47.69917,-122.3268,NORTH,5,1983,5,1,127392,127392,0,272224,127392,144832,,57.70000076,57.70000076,7355712,7355712,161.6999969,161.6999969,Mixed Use Property,Medical Office,63321,Adult Education,Office,2155836,,,Compliant,No Issue,7355712,,42.7,0.33,False,30730,27410
461,2023,NORTHGATE OFFICE BUILDING,NonResidential,2434900100,9750 3RD AVE NE,SEATTLE,WA,98115,47.70063,-122.32487,NORTH,5,1979,4,1,53730,53730,0,101328,52068,49260,24,84,84,4373318,4373318,235.1999969,235.1999969,Office,Office,52068,Parking,NA,1281746,,,Compliant,No Issue,4373317,,25.4,0.47,False,0,
462,2023,DELRIDGE BUILDING,NonResidential,2444600005,4045 DELRIDGE WAY SW,SEATTLE,WA,98106,47.5671,-122.36416,DELRIDGE NEIGHBORHOODS,1,1960,3,1,55593,55593,0,55593,55593,0,78,56.5,57.09999847,3175329,3140236,104.3000031,105.4000015,Office,Office,55593,NA,NA,422810,,17327,Compliant,No Issue,1442629,1732700,100.2,1.8,False,,
463,2023,425 PONTIUS,NonResidential,2467400315,425 PONTIUS AVE N,SEATTLE,WA,98109,47.62269,-122.33224,LAKE UNION,7,1982,4,1,134056,73096,60960,147268,76168,71100,87,35.09999847,36,2740735,2674633,98.30000305,100.8000031,Office,Office,76168,Parking,NA,803264,,,Compliant,No Issue,2740735,,15.9,0.22,False,64900,
464,2023,COSTCO 4TH AVE S,NonResidential,2617650020,4401 4TH AVE S,SEATTLE,WA,98134,47.5653,-122.33076,GREATER DUWAMISH,1,2005,1,1,158415,158415,0,158415,158415,0,93,93.5,93.5,14817236,14817236,250.8000031,250.8000031,Supermarket/Grocery Store,Supermarket/Grocery Store,158415,NA,NA,4047121,,10085,Compliant,No Issue,13808777,1008460,133.5,0.84,False,,
465,2023,1000 DENNY WAY BUILDING,NonResidential,2693100010,1000 DENNY WAY,SEATTLE,WA,98109,47.61907,-122.33651,LAKE UNION,7,1929,8,1,287819,287819,0,274140,274140,0,14,188.8999939,189.1000061,51841488,51796644,526.2000122,526.5,Office,Office,243420,Data Center,Restaurant,15054970,,4740,Compliant,No Issue,51367558,473950,323.1,1.12,False,17173,13547
466,2023,VIRGINIA MASON - Buck Pavilion,NonResidential,1979200225,1100 9TH AVE,SEATTLE,WA,98101,47.60953,-122.32793,EAST,3,1975,8,1,158738,158738,0,581714,581714,0,2,155.3000031,155.3000031,39139504,39135488,323.5,323.7999878,Medical Office,Medical Office,252055,NA,NA,6609100,6916702,96726,Compliant,No Issue,22550249,9672550,1203.7,7.58,False,,
467,2023,FRED MEYER BALLARD,NonResidential,1982202070,915 NW 45TH ST,SEATTLE,WA,98107,47.66057,-122.36857,BALLARD,6,1999,1,1,164437,164437,0,480195,176755,303440,93,78.5,79,13534570,13452778,179.5,180.1000061,Retail Store,Retail Store,91664,Supermarket/Grocery Store,Parking,2785975,,40288,Compliant,No Issue,9505747,4028820,268.7,1.63,False,79619,0
468,2023,INTERURBAN EXCHANGE II (Wainwright),NonResidential,1983200150,535 TERRY AVE N,SEATTLE,WA,98109,47.62402,-122.33755,LAKE UNION,7,2009,5,1,184482,118248,66234,184482,118248,66234,97,40.40000153,40.40000153,4776473,4779956,113,112.9000015,Office,Office,116653,Parking,Other,1396569,,114,Compliant,No Issue,4765093,11380,28.2,0.24,False,66234,1595
469,2023,ROSEN BUILDING,NonResidential,1983200160,960 REPUBLICAN ST,SEATTLE,WA,98109,47.62348,-122.33743,LAKE UNION,7,1928,3,1,60375,60375,0,60375,60375,0,,197.6000061,197.5,11921706,11928226,397.6000061,397.6000061,Laboratory,Laboratory,55512,Office,NA,1924117,,53566,Compliant,No Issue,6565087,5356620,322,5.33,False,4863,
470,2023,401 TERRY AVE (INSTITUTE FOR SYSTEM BIOLOGY),NonResidential,1983200200,401 TERRY AVE N,SEATTLE,WA,98109,47.62254,-122.33753,LAKE UNION,7,2003,4,1,258505,176171,82334,256864,174530,82334,,280.1000061,280,48862044,48885240,563,563,Laboratory,Laboratory,174530,Parking,NA,7863529,,220317,Compliant,No Issue,26830361,22031680,1323.3,7.51,False,82334,
471,2023,428 WESTLAKE BUILDING,NonResidential,1983200245,428 WESTLAKE AVE N,SEATTLE,WA,98109,47.62286,-122.33804,LAKE UNION,7,2004,6,1,139282,86700,52582,144282,91700,52582,65,72.40000153,72.40000153,6641162,6641162,202.8000031,202.8000031,Office,Office,91700,Parking,NA,1946413,,,Compliant,No Issue,6641161,,38.5,0.44,False,52582,
473,2023,CITY PLACE II (Fiona),NonResidential,1983200585,500 BOREN AVE N,SEATTLE,WA,98109,47.62383,-122.3356,LAKE UNION,7,2009,5,1,271071,172371,98700,271071,172371,98700,97,42.5,42.5,7333168,7333168,117.4000015,117.4000015,Office,Office,158333,Parking,Medical Office,2098169,,1742,Compliant,No Issue,7158953,174220,50.8,0.29,False,98700,14038
474,2023,PUBLIC STORAGE - PARENT BUILDING (STORE 8185),NonResidential,1984200035,700 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62572,-122.33389,LAKE UNION,7,1914,5,2,257970,257970,0,257970,257970,0,,6.800000191,6.900000095,1784976,1753150,17.10000038,17.20000076,Self-Storage Facility,Self-Storage Facility,257970,Parking,NA,431177,,3138,Compliant,No Issue,1471176,313800,25.2,0.1,False,0,
475,2023,FHCRC - ARNOLD BLDG,NonResidential,1984200135,1100 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62855,-122.33035,LAKE UNION,7,2002,5,1,560516,353919,206597,578256,399092,179164,71,67.59999847,67.80000305,27072872,26989800,150.3999939,151,Office,Office,361500,Parking,Laboratory,5332330,,88790,Compliant,No Issue,18193910,8878960,576.1,1.63,False,179164,37592
476,2023,FHCRC - YALE BLDG,NonResidential,1984200185,823 YALE AVE N,SEATTLE,WA,98109,47.62621,-122.33128,LAKE UNION,7,2001,6,1,226592,131592,95000,209420,131516,77904,66,70.59999847,70.59999847,9285471,9284222,196.3000031,196.3000031,Office,Office,131516,Parking,NA,2690045,,1070,Compliant,No Issue,9178434,107040,58.9,0.45,False,77904,
477,2023,FHCRC - Weintraub/Hutchinson/Thomas Bldgs combined,NonResidential,1984200455,1100 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62855,-122.33035,LAKE UNION,7,1997,5,3,603009,527289,75720,717327,611321,106006,,209.8000031,211.1999969,129102496,128241152,374.6000061,377,Laboratory,Laboratory,611321,Parking,NA,15898930,,748553,Compliant,No Issue,54247149,74855338,4282,8.12,False,106006,
480,2023,SEATTLE BIOMEDICAL BUILDING,NonResidential,1986200135,307 WESTLAKE AVE N,SEATTLE,WA,98109,47.62121,-122.33885,LAKE UNION,7,2003,5,1,159700,109046,50654,159700,117133,42567,,161.1999969,161.1000061,18871068,18884010,402.7999878,402.7000122,Mixed Use Property,Laboratory,59975,Office,Parking,4581749,,32381,Compliant,No Issue,15632928,3238140,262.3,2.41,False,48339,42567
481,2023,WESTLAKE TERRY - EAST BLDG,NonResidential,1986200185,321 TERRY AVE N,SEATTLE,WA,98109,47.62137,-122.33744,LAKE UNION,7,2006,4,1,209816,136143,73673,214846,135755,79091,93,36.09999847,36.59999847,4975424,4904460,95.5,96.90000153,Office,Office,130403,Parking,Fitness Center/Health Club/Gym,1327078,,4474,Compliant,No Issue,4527990,447430,50,0.37,False,79091,3853
482,2023,WESTLAKE TERRY WEST BLDG,NonResidential,1986200215,320 WESTLAKE AVE N,SEATTLE,WA,98109,47.62131,-122.33814,LAKE UNION,7,2006,6,1,303103,193198,109905,284012,184644,99368,88,41.40000153,41.40000153,7637870,7636080,112.9000015,112.9000015,Office,Office,180310,Parking,Restaurant,2148153,,3084,Compliant,No Issue,7329498,308370,58.9,0.3,False,99368,2867
486,2023,QUEEN ANNE STATION,NonResidential,1988200060,415 1ST AVE N,SEATTLE,WA,98109,47.623,-122.35589,MAGNOLIA / QUEEN ANNE,7,1964,4,,127735,70135,57600,135206,70606,64600,,83.80000305,84.5,5964911,5913690,134.6000061,135.8000031,Mixed Use Property,Parking,61100,Office,Outpatient Rehabilitation/Physical Therapy,557055,,40642,Not Compliant,Default Data,1900671,4064240,226.4,3.23,False,47209,19972
487,2023,Brotman Building D: UW Medicine Research,NonResidential,1988201480,801 MERCER ST,SEATTLE,WA,98109,47.62405,-122.34036,LAKE UNION,7,1963,4,1,102235,102235,0,103135,103135,0,,243,244.8999939,25258596,25059820,500.6000061,504.7000122,Laboratory,Laboratory,103135,NA,NA,4276034,,106688,Compliant,No Issue,14589828,10668770,650.1,6.36,False,,
488,2023,UW MEDICINE-LK UNION PHASE II ITHS.ORG,NonResidential,1988201485,850 Republican,SEATTLE,WA,98109,47.62405,-122.34036,LAKE UNION,7,2008,5,1,436497,282813,153684,437500,264265,173235,,164.3999939,165.6999969,43776340,43444564,368.5,369.7999878,Mixed Use Property,Laboratory,175364,Parking,Office,8667809,,142018,Compliant,No Issue,29574564,14201780,924.2,3.27,False,173235,88901
489,2023,200 WEST THOMAS BUILDING,NonResidential,1989200615,200 W THOMAS ST,SEATTLE,WA,98119,47.62115,-122.3597,MAGNOLIA / QUEEN ANNE,7,1974,5,1,88062,67236,20826,87441,69505,17936,86,32.59999847,32.59999847,2263778,2263778,91.19999695,91.19999695,Office,Office,69505,Parking,NA,663475,,,Compliant,No Issue,2263778,,13.1,0.2,False,17936,
490,2023,NORTH TOWER,NonResidential,1989200720,100 W HARRISON ST,SEATTLE,WA,98119,47.62224,-122.3585,MAGNOLIA / QUEEN ANNE,7,1972,5,1,87178,66762,20416,82221,71119,11102,82,37.29999924,38.09999847,2708167,2654594,104.5,106.5999985,Office,Office,71119,Parking,NA,793718,,,Compliant,No Issue,2708167,,15.7,0.24,False,11102,
491,2023,SOUTH TOWER,NonResidential,1989200740,100 W HARRISON ST,SEATTLE,WA,98119,47.62224,-122.3585,MAGNOLIA / QUEEN ANNE,7,1970,5,1,87178,66762,20416,82187,72523,9664,80,40.70000076,41.79999924,3028414,2951632,114,116.9000015,Office,Office,72523,Parking,NA,887577,,,Compliant,No Issue,3028414,,17.6,0.26,False,9664,
492,2023,QUEEN ANNE PLAZA,NonResidential,1989201010,201 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62003,-122.35706,MAGNOLIA / QUEEN ANNE,7,1985,4,1,86995,58195,28800,86995,58195,28800,99,21.60000038,22.5,1311160,1258859,60.59999847,63.09999847,Office,Office,58195,Parking,NA,384279,,,Compliant,No Issue,1311160,,7.6,0.13,False,28800,
493,2023,FIRST WEST BUILDING,NonResidential,1989201020,200 1ST AVE W,SEATTLE,WA,98119,47.62014,-122.35768,MAGNOLIA / QUEEN ANNE,7,1971,5,1,94278,78177,16101,94278,78177,16101,89,38.5,39.59999847,3094760,3009875,91.59999847,93.40000153,Office,Office,78177,Parking,NA,678857,,7785,Compliant,No Issue,2316259,778500,54.7,0.7,False,16101,
494,2023,4225 ROOSEVELT BLDG- U OF W MED. CENTER,NonResidential,1145000200,4225 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65821,-122.31831,NORTHEAST,4,1988,4,1,196749,108344,88405,210271,121866,88405,,148.8999939,149.5,18222412,18149298,303.1000061,303.7999878,Mixed Use Property,Parking,88405,Laboratory,Urgent Care/Clinic/Other Outpatient,2995580,,80015,Compliant,No Issue,10220919,8001490,483.4,4.46,False,59759,35931
